7.352580034019506883e-03,-9.786795284260316197e-02,9.517911675038598363e-01
4.542852409017250626e-02,-1.978162425247868561e-01,5.439041178121580833e-01
9.951177885879880503e-02,-2.094235421490062143e-01,1.126230455639753991e-02
1.056123470565548672e-01,-1.396660203122095378e-01,-5.594378806464560538e-01
5.135765764118582766e-02,-5.276011296291827080e-02,-7.124314451400491910e-01
-2.982536756903719777e-02,2.968782813176840119e-02,-7.781852924205350241e-01
-1.616869921622802186e-01,2.223283145199067556e-01,-1.902868663943182437e+00
-1.155661812517799758e-01,5.423526062840526851e-01,-1.821657031606239929e+00
2.185129034595609809e-01,5.561216325526964210e-01,4.908093496697216729e-01
3.467926014308126414e-01,2.747255023160443121e-01,1.284198198850203365e+00
2.311454922289638558e-01,7.779539685804848226e-02,1.311654849718744797e+00
4.082700434072819573e-02,7.498978662240141091e-03,1.350890765268886184e+00
-2.600919838806372564e-01,-7.969637795156370164e-02,2.451202469016533048e+00
-4.889799674605475044e-01,-4.911905397890105052e-01,3.031064323050082887e+00
4.265127373630051011e-02,-9.151606494482024123e-01,7.726576540175322805e-01
6.433595379324594798e-01,-4.757947417655895572e-01,-1.578068377020552582e+00
5.777116965094999390e-01,3.968245657218349987e-02,-1.407460007478422703e+00
3.359597567618744507e-01,2.116553840131831787e-01,-1.114038555214187376e+00
1.233010164914057905e-01,1.421477413716879523e-01,-1.566093932388454402e+00
-5.628355212640923089e-02,-7.164919068516772960e-02,-2.068078715548114399e+00
-2.654916257344857589e-01,-2.177108997554132452e-01,-1.554140415100773165e+00
-5.434508997030470523e-01,-1.280394806520045448e-01,-1.421494408684346400e+00
-7.123294811214203603e-01,3.532742957495869085e-01,-1.693997711853894472e+00
-2.008092894287099028e-01,9.089105736055840268e-01,-4.777404448828717065e-01
5.220633920815956897e-01,6.332100871300367917e-01,1.425059704534095140e+00
4.653257388117228444e-01,1.030187209628712353e-01,2.766790829675445096e+00
1.856758167391082959e-01,-2.169981258169895177e-02,1.509290535494871133e+00
-3.217421408853032849e-02,6.306399073573554226e-03,1.451235164954060686e+00
-2.847241304800017248e-01,9.749462556949084480e-03,1.811800928500421737e+00
-5.971654821190611750e-01,-2.855418187708959055e-01,2.924587926527006054e+00
-2.696426076753595247e-01,-9.294516702086808024e-01,1.704556971543566668e+00
6.079721756204635730e-01,-7.091966931009572317e-01,-1.229476744485467066e+00
6.763025248452465554e-01,-2.097684577818748064e-02,-1.994230111106538139e+00
3.978733227282862939e-01,2.437065680746842711e-01,-1.106796564257972015e+00
1.786475806035606739e-01,2.427200493673811743e-01,-1.122975521155262779e+00
1.433877858120646831e-02,2.841647654979934101e-02,-2.194821862362541509e+00
-8.610849276292209531e-02,-1.450188463271278039e-01,-9.656929904389820463e-01
-2.388024715897391070e-01,-2.369602322495147906e-01,-1.237242870348131962e+00
-4.800677055049065722e-01,-1.772853870657093989e-01,-1.171454321547929833e+00
-7.431863037659324212e-01,2.341296213834372919e-01,-2.152925058263555957e+00
7.012266007287215608e-03,-1.171161064056992079e-01,1.144739683419777831e+00
5.501487110927938406e-02,-2.284877666333702262e-01,5.710543693508791652e-01
1.136676205626524494e-01,-2.194361795694907413e-01,-1.666691573924634628e-01
9.902695608079570277e-02,-1.223099434599356217e-01,-7.926586041607275313e-01
2.780598349334573172e-02,-2.815587783916262410e-02,-7.540219728373611652e-01
-5.791096166344311680e-02,6.132839142972990043e-02,-8.366820672402228709e-01
-1.854620012744595536e-01,3.164457271925529280e-01,-2.364675862963018904e+00
-4.284695385899262021e-02,5.187015590425840816e-01,-3.178964062053055706e-01
2.253799313642397273e-01,4.720288293162702153e-01,1.279576728804103780e-01
3.369760207549188924e-01,2.550126015496974041e-01,9.090172702781460501e-01
1.947459028524446689e-01,6.708551746882884803e-02,1.678876458439920505e+00
-6.877162645148679476e-02,-1.860468367841872084e-02,1.909690434264512238e+00
-4.296015917200290968e-01,-2.665977638809341466e-01,3.391770776049977787e+00
-2.600473277508597025e-01,-8.612833842730326372e-01,2.348729180680274808e+00
5.811303168474232228e-01,-7.423164386641928347e-01,-7.145898053604637923e-01
7.078906296556963795e-01,-3.785665282380512586e-02,-1.993434711278928795e+00
4.097463042502399455e-01,2.522751637259422752e-01,-1.285433325600282117e+00
2.064858340330683051e-01,3.090455250921485542e-01,-4.588364070860979638e-01
7.299214556056088377e-02,2.752257253572704676e-01,-6.574898435683098619e-01
6.501595579294083826e-03,1.390759874709139587e-01,-1.169725014670955243e+00
-2.103417547890673589e-04,7.826158821744286925e-03,-7.711505680723614864e-01
1.136507003713926878e-04,-5.761641801063326768e-02,-2.914021132745603371e-01
-5.738212542811704786e-03,-8.343391212715464689e-02,-1.233376463234209242e-01
-1.639945573647338950e-02,-1.006549651112075561e-01,-1.270815653729198136e-01
-3.442678343910021699e-02,-1.216536725622880122e-01,-1.871915632836578247e-01
-6.642856604870450710e-02,-1.485554049281858635e-01,-2.779957971464277477e-01
-1.230204525515711245e-01,-1.761686044240196591e-01,-3.931447254973772232e-01
-2.285247255887856710e-01,-1.937364709407540797e-01,-6.645074612072652265e-01
-5.087801286258356592e-01,-1.488272738197005118e-01,-2.022732090434116614e+00
-7.816398092925628260e-01,3.562147900581376092e-01,-2.385818027980409539e+00
-1.446992738184302851e-01,1.058221685973796067e+00,-9.537433749084778256e-01
7.665268597812123774e-01,5.750819830665123700e-01,1.662318647397302840e+00
6.548039317559439798e-01,-1.302572313282334138e-01,2.118044991608328598e+00
3.314252713824227259e-01,-3.210712633462102783e-01,1.021264073033713249e+00
1.125603839475527446e-01,-2.426813960271654302e-01,1.475290671093688388e+00
2.754336064403128947e-02,-1.111935733743570076e-01,8.402773457498311505e-01
1.014263269803916678e-02,-6.620671046475302968e-02,7.445814163974023847e-02
5.695145541612434137e-03,-6.687780164054932253e-02,-3.803504753003211780e-02
1.042070368290071158e-03,-7.493809749225617545e-02,-6.146681174550905347e-02
-5.731836104055032521e-03,-8.589423926968535461e-02,-8.380153543595325605e-02
1.094653336447826142e-02,-1.295009519103681173e-01,1.268355213176699081e+00
7.215529360180605867e-02,-2.507481462479674850e-01,6.373517431035138348e-01
1.319236182747599573e-01,-2.202151046410334434e-01,-3.593358196393319215e-01
9.635888434292860794e-02,-1.055394162987701723e-01,-9.295923287927858603e-01
1.970565478487562583e-02,-1.820760592818415624e-02,-6.671948542860626219e-01
