-9.998207123043275635e-01,-1.893523824162574032e-02,5.448831829968968886e-03,1.768725156784057617e+00
-9.957054733994262774e-01,-9.257759039003134183e-02,7.208774846044815332e-01,1.453129649162292480e-01
-9.835429251732135114e-01,-1.806746090122198500e-01,5.054870344574716734e-01,1.485134363174438477e+00
-9.612755413425105866e-01,-2.755890665767841696e-01,6.996357981250930225e-01,4.213694930076599121e-01
-9.436160851400225980e-01,-3.310418158858751125e-01,2.152526971410307355e-01,-4.268802106380462646e-01
-9.618148367645067420e-01,-2.737009678091497089e-01,-7.003745175805240475e-01,1.292909145355224609e+00
-9.849132012290316984e-01,-1.730490856513864917e-01,-6.573118471512076066e-01,-6.055567264556884766e-01
-9.998718319248747211e-01,-1.600998823219542538e-02,-1.214334740267059232e+00,1.916743397712707520e+00
-9.970345302776892904e-01,7.695547695874219163e-02,-2.938907006416677237e-01,9.222149848937988281e-01
-9.980821855022772304e-01,6.190275424403856447e-02,2.977629460085559066e-01,-1.513674974441528320e+00
-9.974094157502393365e-01,7.193370123082964973e-02,-2.503388029744255117e-01,-1.297963738441467285e+00
-9.889773861792009457e-01,1.480666391397999493e-01,-6.240497936937595691e-01,1.005841970443725586e+00
-9.869919222422173233e-01,1.607698523623532216e-01,1.917592332079666173e-01,1.386987328529357910e+00
-9.992566812438692381e-01,3.854977288504136262e-02,1.108129786159119501e+00,1.992817282676696777e+00
-9.770320180240658070e-01,-2.130925520890432634e-01,1.920041623518106144e+00,1.225365519523620605e+00
-8.794659018468847789e-01,-4.759618970974941465e-01,1.784686876191372118e+00,4.978832602500915527e-01
-7.838296197322744963e-01,-6.209759473847260569e-01,8.045838681057901898e-01,1.114115834236145020e+00
-7.657395332084793171e-01,-6.431508122374255398e-01,-1.262277123390738165e-01,-8.355965018272399902e-01
-8.763467212794324723e-01,-4.816808321936723036e-01,-1.866516212479661041e+00,-7.943455576896667480e-01
-9.954644597727584365e-01,-9.513416489006587540e-02,-3.051033858026258372e+00,1.959119319915771484e+00
-9.624055438117711248e-01,2.716165849876792104e-01,-2.078445579645054941e+00,-1.998907685279846191e+00
-8.251175234418912652e-01,5.649611247768470124e-01,-2.138136272137818761e+00,9.028065204620361328e-01
-7.351888892500325623e-01,6.778622995294126818e-01,-3.379373394617507520e-01,-1.658538222312927246e+00
-7.533949188129048791e-01,6.575683206381649493e-01,4.401606535643397544e-01,-8.367431163787841797e-01
-8.543654902484939528e-01,5.196725979618808111e-01,1.462280779979477030e+00,6.679573655128479004e-01
-9.812585057670809574e-01,1.926959907723966026e-01,2.721073270987205195e+00,-1.498783469200134277e+00
-9.854444959738949406e-01,-1.699974863189338270e-01,2.191609332142687716e+00,1.928083539009094238e+00
-8.623399518158808563e-01,-5.063297418700428709e-01,2.419444383300647594e+00,-4.119352698326110840e-01
-7.317526430521206215e-01,-6.815702967311850768e-01,9.273883787419422431e-01,-7.359585165977478027e-01
-7.637232260699116093e-01,-6.455438280716242483e-01,-9.451563315623564554e-01,-6.466239690780639648e-01
-9.227561554661943832e-01,-3.853843244726599115e-01,-2.533529815681315078e+00,-6.526510715484619141e-01
-9.968807046191103804e-01,7.892313195829261940e-02,-3.368499466502765216e+00,-1.930793523788452148e+00
-8.098022821752194345e-01,5.867028752135158287e-01,-3.664098962784164026e+00,5.095713138580322266e-01
-5.360511578528944776e-01,8.441854986699138808e-01,-1.872196530055881825e+00,1.807197690010070801e+00
-5.303697556153114112e-01,8.477664314706939708e-01,8.787120971751812837e-01,-4.431033432483673096e-01
-7.544003994912967803e-01,6.564145315632278210e-01,2.479009695467000896e+00,1.910868048667907715e+00
-9.913153937314579389e-01,1.315058559572334362e-01,4.486800337773682479e+00,-2.073484212160110474e-01
-8.639773704738166193e-01,-5.035306379051323056e-01,4.185574778765499104e+00,-9.789662957191467285e-01
-5.591640869033674965e-01,-8.290570088465106791e-01,2.308748483190253165e+00,-1.199535965919494629e+00
-4.729722990981490294e-01,-8.810772975657760187e-01,-1.682021138549028016e-01,-1.750673294067382812e+00
